id	seqname	start	end	strand	ec	taxonomy	product
ARWQ01000005_16	ARWQ01000005	12867	13460	+		Candidatus Nitrosopumilus salaria	ribosomal RNA large subunit methyltransferase E
ARWQ01000005_17	ARWQ01000005	13781	14788	+		"Nitrosopumilaceae" Konneke et al. 2005	ABC-type multidrug transport system, ATPase component
ARWQ01000005_18	ARWQ01000005	14788	15561	+		"Nitrosopumilaceae" Konneke et al. 2005	antibiotic transport system permease protein
ARWQ01000005_19	ARWQ01000005	15687	19205	+			hypothetical protein
ARWQ01000005_20	ARWQ01000005	19290	19919	+		Nitrosoarchaeum limnia	Putative phosphate transport regulator
ARWQ01000005_21	ARWQ01000005	19928	20914	+		"Nitrosopumilaceae" Konneke et al. 2005	Phosphate/sulphate permeases
ARWQ01000005_22	ARWQ01000005	20921	21688	+			hypothetical protein
ARWQ01000005_23	ARWQ01000005	21724	23004	+		Candidatus Nitrosoarchaeum limnia str. BG20	Glutamate-1-semialdehyde aminotransferase
ARWQ01000005_24	ARWQ01000005	23001	23936	+	2.5.1.61	"Nitrosopumilaceae" Konneke et al. 2005	porphobilinogen deaminase OS Nitrosopumilus maritimus (strain SCM1) GN hemC PE 3 SV 1
ARWQ01000005_25	ARWQ01000005	23933	24679	+		"Nitrosopumilaceae" Konneke et al. 2005	Uroporphyrinogen-III methylase
ARWQ01000005_26	ARWQ01000005	24676	25485	+	4.2.1.75	"Nitrosopumilaceae" Konneke et al. 2005	uroporphyrinogen-III synthase
ARWQ01000005_27	ARWQ01000005	25537	26937	+		Nitrosopumilus sp. MY1	ABC-type transport system involved Fe-S cluster assembly, permease component
ARWQ01000005_28	ARWQ01000005	26964	28364	+		"Nitrosopumilaceae" Konneke et al. 2005	Fe-S cluster assembly protein SufB
ARWQ01000005_29	ARWQ01000005	28378	29625	+		Candidatus Nitrosopumilus sp. AR2	Selenocysteine lyase
ARWQ01000005_30	ARWQ01000005	29622	30071	+		"Nitrosopumilaceae" Konneke et al. 2005	nitrogen fixation protein NifU related proteins
ARWQ01000005_31	ARWQ01000005	30073	30408	+		Aigarchaeota	hypothetical protein
ARWQ01000005_32	ARWQ01000005	30398	31609	-		Candidatus Nitrosoarchaeum koreensis	3-phosphoglycerate kinase
ARWQ01000005_33	ARWQ01000005	31696	32355	+		"Nitrosopumilaceae" Konneke et al. 2005	phosphoesterase PA-phosphatase related
ARWQ01000005_34	ARWQ01000005	32344	32661	-		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
ARWQ01000005_35	ARWQ01000005	32699	33157	+		Nitrosoarchaeum limnia	Peptide methionine sulfoxide reductase
ARWQ01000005_36	ARWQ01000005	33210	33500	-			hypothetical protein
ARWQ01000005_37	ARWQ01000005	33731	34351	+		Aigarchaeota	SNARE associated golgi protein
ARWQ01000005_38	ARWQ01000005	34356	34667	-		"Nitrosopumilus" Konneke et al. 2005	hypothetical protein
ARWQ01000005_39	ARWQ01000005	34664	35650	-		"Nitrosopumilaceae" Konneke et al. 2005	Delta-aminolevulinic acid dehydratase
ARWQ01000005_40	ARWQ01000005	35697	36950	-	1.2.1.70	Nitrosopumilus maritimus SCM1	reductase OS Cenarchaeum symbiosum (strain A) GN hemA PE 3 SV 1
ARWQ01000005_41	ARWQ01000005	36947	37603	-		Aigarchaeota	siroheme synthase
ARWQ01000005_42	ARWQ01000005	37691	38704	+		"Nitrosopumilaceae" Konneke et al. 2005	AsnC family transcriptional regulator
ARWQ01000005_43	ARWQ01000005	38701	39084	-			hypothetical protein
ARWQ01000005_44	ARWQ01000005	39091	40092	-		Candidatus Nitrosoarchaeum	aldo/keto reductase
ARWQ01000005_45	ARWQ01000005	40089	40637	-		Aigarchaeota	DUF1802 domain containing protein
ARWQ01000005_46	ARWQ01000005	40634	41239	-		"Nitrosopumilaceae" Konneke et al. 2005	chlorite dismutase
ARWQ01000005_47	ARWQ01000005	41315	42088	-		"Nitrosopumilaceae" Konneke et al. 2005	ABC-type transport system involved Fe-S cluster assembly, ATPase component
ARWQ01000005_48	ARWQ01000005	42188	43147	-		Candidatus Nitrosopumilus koreensis AR1	zinc finger TFIIB-type domain-containing protein
ARWQ01000005_49	ARWQ01000005	43135	43407	-		"Nitrosopumilus" Konneke et al. 2005	Gar1 domain containing protein
ARWQ01000005_50	ARWQ01000005	43481	43780	-		"Nitrosopumilaceae" Konneke et al. 2005	signal recognition particle subunit SRP19
ARWQ01000005_51	ARWQ01000005	43785	44150	-		Aigarchaeota	small subunit ribosomal protein S8e
ARWQ01000005_52	ARWQ01000005	44182	44742	-		"Nitrosopumilaceae" Konneke et al. 2005	segregation condensation protein B
ARWQ01000005_53	ARWQ01000005	44726	45430	-		Candidatus Nitrosoarchaeum	segregation condensation protein A
ARWQ01000005_54	ARWQ01000005	45527	46591	+		Nitrosoarchaeum limnia	alcohol dehydrogenase
ARWQ01000005_55	ARWQ01000005	46835	47443	+		Aigarchaeota	hypothetical protein
ARWQ01000005_56	ARWQ01000005	47480	47893	+		Aigarchaeota	Translation elongation factor P (EF-P)/translation initiation 5A (eIF-5A)
ARWQ01000005_57	ARWQ01000005	48013	48705	+		"Nitrosopumilaceae" Konneke et al. 2005	putative ATP binding protein
ARWQ01000005_58	ARWQ01000005	48695	50020	+		Candidatus Nitrosoarchaeum	Signal recognition particle GTPase
ARWQ01000005_59	ARWQ01000005	50058	51233	+		"Nitrosopumilaceae" Konneke et al. 2005	pseudouridylate synthase-like protein
ARWQ01000005_60	ARWQ01000005	51287	51994	+		"Nitrosopumilus" Konneke et al. 2005	hypothetical protein
ARWQ01000005_61	ARWQ01000005	51991	52161	-			hypothetical protein
ARWQ01000005_62	ARWQ01000005	52161	52568	-		Candidatus Nitrosoarchaeum limnia str. BG20	hypothetical protein
ARWQ01000005_63	ARWQ01000005	52660	53208	+		"Nitrosopumilaceae" Konneke et al. 2005	DUF309 domain containing protein
ARWQ01000005_64	ARWQ01000005	53198	54442	-	5.4.2.1	Candidatus Nitrosoarchaeum	phosphoglycerate mutase
ARWQ01000005_65	ARWQ01000005	54612	55628	+		Candidatus Nitrosopumilus sp. AR2	galactose-1-phosphate uridylyltransferase
ARWQ01000005_66	ARWQ01000005	55668	56096	+		Nitrosopumilus sp. MY1	hypothetical protein
ARWQ01000005_67	ARWQ01000005	56093	56530	-	2.3.1.4	"Nitrosopumilaceae" Konneke et al. 2005	glucosamine-phosphate N-acetyltransferase
ARWQ01000005_68	ARWQ01000005	56537	57235	-	2.7.7.13	Candidatus Nitrosoarchaeum	phosphomannomutase
ARWQ01000005_69	ARWQ01000005	57284	58570	-	2.7.4.7	Nitrosoarchaeum limnia	phosphomethylpyrimidine kinase
ARWQ01000005_70	ARWQ01000005	58655	59983	+		"Nitrosopumilaceae" Konneke et al. 2005	Thiamine biosynthesis protein ThiC
ARWQ01000005_71	ARWQ01000005	59966	60373	-		"Nitrosopumilaceae" Konneke et al. 2005	NUDIX hydrolase
ARWQ01000005_72	ARWQ01000005	60376	61230	-		"Nitrosopumilaceae" Konneke et al. 2005	prephenate dehydrogenase
ARWQ01000005_73	ARWQ01000005	61223	62578	-	2.6.1.1	"Nitrosopumilaceae" Konneke et al. 2005	aspartate aminotransferase
ARWQ01000005_74	ARWQ01000005	62580	63677	-		Candidatus Nitrosoarchaeum koreensis	Chorismate synthase
ARWQ01000005_75	ARWQ01000005	63735	63971	-	2.5.1.19	Nitrosopumilus sp. MY1	3-phosphoshikimate 1-carboxyvinyltransferase OS Nitrosopumilus maritimus (strain SCM1) GN aroA PE 3 SV 1
ARWQ01000006_0	ARWQ01000006	2	1030	+			hypothetical protein
ARWQ01000006_1	ARWQ01000006	1174	1617	+		Aigarchaeota	pyridoxamine 5'-phosphate oxidase-related FMN-binding
ARWQ01000006_2	ARWQ01000006	1614	2432	-			hypothetical protein
ARWQ01000006_3	ARWQ01000006	2458	2655	-			hypothetical protein
ARWQ01000006_4	ARWQ01000006	2661	4259	-	6.1.1.6	"Nitrosopumilaceae" Konneke et al. 2005	
ARWQ01000006_5	ARWQ01000006	4263	5843	-		"Nitrosopumilaceae" Konneke et al. 2005	Histone acetyltransferase
ARWQ01000006_6	ARWQ01000006	5899	6354	-			hypothetical protein
ARWQ01000006_7	ARWQ01000006	6394	7833	-		Clostridium sticklandii str. DSM 519	arsenical pump family protein
ARWQ01000006_8	ARWQ01000006	7896	8918	-		"Nitrosopumilaceae" Konneke et al. 2005	Phosphoribosylaminoimidazole (AIR) synthetase
ARWQ01000006_9	ARWQ01000006	8920	9645	-		"Nitrosopumilus" Konneke et al. 2005	3-isopropylmalate dehydratase
ARWQ01000006_10	ARWQ01000006	9695	10039	-		Candidatus Nitrosopumilus sp. AR2	hypothetical protein
ARWQ01000006_11	ARWQ01000006	10207	11304	+			hypothetical protein
ARWQ01000006_12	ARWQ01000006	11316	11891	-			hypothetical protein
ARWQ01000006_13	ARWQ01000006	12007	12492	-			hypothetical protein
ARWQ01000006_14	ARWQ01000006	12494	13492	-			hypothetical protein
ARWQ01000006_15	ARWQ01000006	13537	14553	-			hypothetical protein
ARWQ01000006_16	ARWQ01000006	14560	14832	-			hypothetical protein
ARWQ01000006_17	ARWQ01000006	14953	15558	-			hypothetical protein
ARWQ01000006_18	ARWQ01000006	15594	16847	-		"Nitrosopumilaceae" Konneke et al. 2005	Thiamine biosynthesis enzyme ThiH related uncharacterized enzymes
ARWQ01000006_19	ARWQ01000006	16844	18013	-		"Nitrosopumilaceae" Konneke et al. 2005	FO synthase subunit 1
ARWQ01000006_20	ARWQ01000006	18056	19198	-	1.3.1.74	Nitrosoarchaeum limnia	2-alkenal reductase (EC:1.3.1.74)
ARWQ01000006_21	ARWQ01000006	19236	20447	-		Candidatus Nitrosoarchaeum limnia str. BG20	glycosyl transferase family protein
ARWQ01000006_22	ARWQ01000006	20448	20867	-		"Nitrosopumilaceae" Konneke et al. 2005	cyclase/dehydrase
ARWQ01000006_23	ARWQ01000006	20942	21265	+		Nitrosopumilaceae archaeon SFB1	EMAP domain
ARWQ01000006_24	ARWQ01000006	21292	21852	-		Cenarchaeum symbiosum A	TATA-box binding protein (TBP), component TFIID TFIIIB
ARWQ01000006_25	ARWQ01000006	21963	23087	+		"Nitrosopumilaceae" Konneke et al. 2005	DUF1512 domain containing protein
ARWQ01000006_26	ARWQ01000006	23256	24149	-	3.4.11.18	"Nitrosopumilaceae" Konneke et al. 2005	methionyl aminopeptidase
ARWQ01000006_27	ARWQ01000006	24233	24379	-			hypothetical protein
ARWQ01000006_28	ARWQ01000006	24646	25152	+		"Nitrosopumilaceae" Konneke et al. 2005	RNase P RNA component
ARWQ01000006_29	ARWQ01000006	25213	27579	+		Aigarchaeota	amino acid permease
ARWQ01000006_30	ARWQ01000006	27897	29192	-			hypothetical protein
ARWQ01000006_31	ARWQ01000006	29295	30215	+		Nitrosopumilus sp. MY1	LPPG:FO 2-phospho-L-lactate transferase
ARWQ01000006_32	ARWQ01000006	30217	30843	+		"Nitrosopumilaceae" Konneke et al. 2005	putative 2-phospho-L-lactate guanylyltransferase CofC
ARWQ01000006_33	ARWQ01000006	30832	31821	-		"Nitrosopumilaceae" Konneke et al. 2005	abortive infection protein
ARWQ01000006_34	ARWQ01000006	31828	32136	-		Aigarchaeota	Translation initiation factor 1 (eIF-1/SUI1) related proteins
ARWQ01000006_35	ARWQ01000006	32243	32569	+		Candidatus Nitrosoarchaeum	sjogren'S syndrome/scleroderma autoantigen 1 (Autoantigen p27)
ARWQ01000006_36	ARWQ01000006	32610	32777	+			hypothetical protein
ARWQ01000006_37	ARWQ01000006	32747	34525	+		"Nitrosopumilaceae" Konneke et al. 2005	putative membrane protein
ARWQ01000006_38	ARWQ01000006	34506	34964	-		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
ARWQ01000006_39	ARWQ01000006	35028	37505	+		"Nitrosopumilus" Konneke et al. 2005	peptide/nickel transport system substrate-binding protein
ARWQ01000006_40	ARWQ01000006	37502	38662	-			hypothetical protein
ARWQ01000006_41	ARWQ01000006	38703	39332	-		marine archaeal group 1 strain BD31	methyltransferase type 11
ARWQ01000006_42	ARWQ01000006	39333	40541	-		Nitrosoarchaeum limnia	geranylgeranyl reductase
ARWQ01000006_43	ARWQ01000006	40591	40797	-			hypothetical protein
ARWQ01000006_44	ARWQ01000006	41053	41529	+		Candidatus Nitrosopumilus salaria	hypothetical protein
ARWQ01000006_45	ARWQ01000006	41748	42623	-	1.1.1.60	"Nitrosopumilaceae" Konneke et al. 2005	2-hydroxy-3-oxopropionate reductase (EC:1.1.1.60)
ARWQ01000006_46	ARWQ01000006	42747	42908	+			hypothetical protein
ARWQ01000006_47	ARWQ01000006	42961	43347	+		"Nitrosopumilus" Konneke et al. 2005	hypothetical protein
ARWQ01000006_48	ARWQ01000006	43649	43843	+			hypothetical protein
ARWQ01000006_49	ARWQ01000006	44018	44212	+			hypothetical protein
ARWQ01000006_50	ARWQ01000006	44246	44629	-		"Nitrosopumilaceae" Konneke et al. 2005	Predicted transcriptional regulators containing CopG/Arc/MetJ DNA-binding domain metal-binding
ARWQ01000006_51	ARWQ01000006	44719	45432	+		"Nitrosopumilus" Konneke et al. 2005	zinc transport system ATP-binding protein
ARWQ01000006_52	ARWQ01000006	45439	46278	+		"Nitrosopumilaceae" Konneke et al. 2005	zinc transport system permease protein
ARWQ01000006_53	ARWQ01000006	46337	46798	+			hypothetical protein
ARWQ01000006_54	ARWQ01000006	46795	47472	-			hypothetical protein
ARWQ01000006_55	ARWQ01000006	47560	47835	+			hypothetical protein
ARWQ01000006_56	ARWQ01000006	48044	48379	-			hypothetical protein
ARWQ01000006_57	ARWQ01000006	48471	48890	+			hypothetical protein
ARWQ01000006_58	ARWQ01000006	49131	49538	+			hypothetical protein
ARWQ01000006_59	ARWQ01000006	49615	49857	+		Candidatus Nitrosoarchaeum	hypothetical protein
ARWQ01000006_60	ARWQ01000006	49918	50067	+			hypothetical protein
ARWQ01000006_61	ARWQ01000006	50112	50417	+		Nitrosopumilus maritimus SCM1	hypothetical protein
ARWQ01000006_62	ARWQ01000006	50427	50597	-			hypothetical protein
ARWQ01000006_63	ARWQ01000006	50636	50833	+			hypothetical protein
ARWQ01000006_64	ARWQ01000006	50835	51377	-		Aigarchaeota	hypothetical protein
ARWQ01000006_65	ARWQ01000006	51735	52199	+		Candidatus Nitrososphaera gargensis Ga9.2	pyridoxamine 5'-phosphate oxidase
ARWQ01000006_66	ARWQ01000006	52541	52696	+			hypothetical protein
ARWQ01000006_67	ARWQ01000006	52885	53577	-		"Nitrosopumilaceae" Konneke et al. 2005	DsbA oxidoreductase
ARWQ01000006_68	ARWQ01000006	53834	54202	-		"Nitrosopumilaceae" Konneke et al. 2005	zinc finger C2H2-type domain-containing protein
ARWQ01000006_69	ARWQ01000006	54319	55488	+		"Nitrosopumilaceae" Konneke et al. 2005	DUF650 multi-domain protein
ARWQ01000006_70	ARWQ01000006	55548	56501	+		Candidatus Nitrosoarchaeum	Multitransmembrane protein
ARWQ01000006_71	ARWQ01000006	56492	57586	-	2.7.7.7	"Nitrosopumilaceae" Konneke et al. 2005	DNA polymerase IV (archaeal DinB-like polymerase)
ARWQ01000006_72	ARWQ01000006	57645	57911	+			hypothetical protein
ARWQ01000006_73	ARWQ01000006	57957	58130	+			hypothetical protein
ARWQ01000007_0	ARWQ01000007	3	182	+			hypothetical protein
ARWQ01000007_1	ARWQ01000007	258	644	+			hypothetical protein
ARWQ01000007_2	ARWQ01000007	728	1324	+			hypothetical protein
ARWQ01000007_3	ARWQ01000007	1442	1822	+			hypothetical protein
ARWQ01000007_4	ARWQ01000007	1942	2595	+			hypothetical protein
ARWQ01000007_5	ARWQ01000007	2722	3453	-			hypothetical protein
ARWQ01000007_6	ARWQ01000007	3512	4345	-			hypothetical protein
ARWQ01000007_7	ARWQ01000007	4488	5171	-			hypothetical protein
ARWQ01000007_8	ARWQ01000007	5185	5556	-			hypothetical protein
ARWQ01000007_9	ARWQ01000007	5587	5871	-			hypothetical protein
ARWQ01000007_10	ARWQ01000007	6242	6592	-			hypothetical protein
ARWQ01000007_11	ARWQ01000007	7130	8302	-			hypothetical protein
ARWQ01000007_12	ARWQ01000007	8373	9152	+			hypothetical protein
ARWQ01000007_13	ARWQ01000007	9195	10133	-			hypothetical protein
ARWQ01000007_14	ARWQ01000007	10244	10927	-			hypothetical protein
ARWQ01000007_15	ARWQ01000007	10990	11847	-			hypothetical protein
ARWQ01000007_16	ARWQ01000007	11915	13432	+			hypothetical protein
ARWQ01000007_17	ARWQ01000007	13483	13782	+			hypothetical protein
ARWQ01000007_18	ARWQ01000007	13776	13988	-			hypothetical protein
ARWQ01000007_19	ARWQ01000007	14023	14292	-			hypothetical protein
ARWQ01000007_20	ARWQ01000007	14360	14530	+			hypothetical protein
ARWQ01000007_21	ARWQ01000007	14565	15734	-			hypothetical protein
ARWQ01000007_22	ARWQ01000007	15783	16301	-			hypothetical protein
ARWQ01000007_23	ARWQ01000007	16303	16596	+			hypothetical protein
ARWQ01000007_24	ARWQ01000007	16666	16911	+			hypothetical protein
ARWQ01000007_25	ARWQ01000007	16999	17922	+			hypothetical protein
ARWQ01000007_26	ARWQ01000007	17978	18184	+			hypothetical protein
ARWQ01000007_27	ARWQ01000007	18188	18436	-			hypothetical protein
ARWQ01000007_28	ARWQ01000007	18492	19685	-			hypothetical protein
ARWQ01000007_29	ARWQ01000007	19733	21109	-			hypothetical protein
ARWQ01000007_30	ARWQ01000007	21158	21532	-			hypothetical protein
ARWQ01000007_31	ARWQ01000007	21593	21946	+			hypothetical protein
ARWQ01000007_32	ARWQ01000007	21990	22271	-			hypothetical protein
ARWQ01000007_33	ARWQ01000007	22312	22602	-			hypothetical protein
ARWQ01000007_34	ARWQ01000007	22724	22948	-			hypothetical protein
ARWQ01000007_35	ARWQ01000007	23725	23853	-			hypothetical protein
ARWQ01000007_36	ARWQ01000007	24261	24632	-			hypothetical protein
ARWQ01000007_37	ARWQ01000007	25315	26799	-			hypothetical protein
ARWQ01000007_38	ARWQ01000007	26973	27629	-			hypothetical protein
ARWQ01000007_39	ARWQ01000007	27675	28388	-			hypothetical protein
ARWQ01000007_40	ARWQ01000007	28426	28824	+			hypothetical protein
ARWQ01000007_41	ARWQ01000007	28830	29105	+			hypothetical protein
ARWQ01000007_42	ARWQ01000007	29106	29333	-			hypothetical protein
ARWQ01000007_43	ARWQ01000007	29492	30235	-			hypothetical protein
ARWQ01000007_44	ARWQ01000007	30247	31089	-			hypothetical protein
ARWQ01000007_45	ARWQ01000007	31090	31662	+			hypothetical protein
ARWQ01000007_46	ARWQ01000007	31663	32163	-			hypothetical protein
ARWQ01000007_47	ARWQ01000007	32224	32736	-			hypothetical protein
ARWQ01000007_48	ARWQ01000007	32851	33411	-			hypothetical protein
ARWQ01000007_49	ARWQ01000007	33457	33708	+			hypothetical protein
ARWQ01000007_50	ARWQ01000007	33747	34304	-			hypothetical protein
ARWQ01000007_51	ARWQ01000007	34407	34679	+			hypothetical protein
ARWQ01000007_52	ARWQ01000007	34707	35354	+			hypothetical protein
ARWQ01000007_53	ARWQ01000007	35411	36148	+			hypothetical protein
ARWQ01000007_54	ARWQ01000007	36206	38680	+			hypothetical protein
ARWQ01000007_55	ARWQ01000007	38713	38856	+			hypothetical protein
ARWQ01000007_56	ARWQ01000007	38863	40611	+			hypothetical protein
ARWQ01000007_57	ARWQ01000007	40608	41045	-			hypothetical protein
ARWQ01000007_58	ARWQ01000007	41118	42392	+			hypothetical protein
ARWQ01000007_59	ARWQ01000007	42387	43757	-			hypothetical protein
ARWQ01000007_60	ARWQ01000007	43767	44132	-			hypothetical protein
ARWQ01000007_61	ARWQ01000007	44152	45858	-			hypothetical protein
ARWQ01000007_62	ARWQ01000007	45905	46798	-			hypothetical protein
ARWQ01000007_63	ARWQ01000007	46740	47459	-			hypothetical protein
ARWQ01000007_64	ARWQ01000007	47497	48552	-			hypothetical protein
ARWQ01000007_65	ARWQ01000007	48584	49621	-		higher plants	Glutamine synthetase
ARWQ01000007_66	ARWQ01000007	49605	50573	-			hypothetical protein
ARWQ01000007_67	ARWQ01000007	50623	51414	-			hypothetical protein
ARWQ01000007_68	ARWQ01000007	51471	51815	-			hypothetical protein
ARWP01000052_0	ARWP01000052	1	213	-		"Nitrosopumilus" Konneke et al. 2005	putative ABC transporter, ATP-binding protein
ARWP01000052_1	ARWP01000052	303	665	+		"Nitrosopumilaceae" Konneke et al. 2005	Predicted transcriptional regulators containing CopG/Arc/MetJ DNA-binding domain metal-binding
ARWP01000053_0	ARWP01000053	1	315	-		"Nitrosopumilaceae" Konneke et al. 2005	putative membrane protein
ARWP01000053_1	ARWP01000053	285	449	-			hypothetical protein
ARWP01000053_2	ARWP01000053	490	651	-			hypothetical protein
ARWP01000050_0	ARWP01000050	1	717	+			hypothetical protein
AHJG01000331_0	AHJG01000331	1	1044	+		Candidatus Nitrosoarchaeum limnia str. BG20	partial
AHJG01000330_0	AHJG01000330	2	142	-			hypothetical protein
AHJG01000330_1	AHJG01000330	366	842	+		Nitrosoarchaeum limnia	Signal transduction histidine kinase
AHJG01000330_2	AHJG01000330	854	1393	+		"Nitrosopumilaceae" Konneke et al. 2005	histidine kinase
AHJG01000330_3	AHJG01000330	1707	2972	-	2.5.1.19	"Nitrosopumilaceae" Konneke et al. 2005	3-phosphoshikimate 1-carboxyvinyltransferase OS Nitrosopumilus maritimus (strain SCM1) GN aroA PE 3 SV 1
AHJG01000330_4	AHJG01000330	3069	3692	-	2.7.1.71	"Nitrosopumilaceae" Konneke et al. 2005	shikimate kinase
AHJG01000180_0	AHJG01000180	3	119	-			hypothetical protein
AHJG01000180_1	AHJG01000180	126	464	+		"Nitrosopumilus" Konneke et al. 2005	hypothetical protein
AHJG01000180_2	AHJG01000180	461	1792	+		Candidatus Nitrosoarchaeum koreensis	UbiD family decarboxylase
AHJG01000180_3	AHJG01000180	1851	2354	+		"Nitrosopumilaceae" Konneke et al. 2005	thioesterase superfamily protein
AHJG01000180_4	AHJG01000180	2398	2835	+		Candidatus Nitrosopumilus koreensis AR1	hypothetical protein
AHJG01000180_5	AHJG01000180	2909	3592	-		"Nitrosopumilus" Konneke et al. 2005	hypothetical protein
AHJG01000180_6	AHJG01000180	3601	3969	-		Nitrosopumilus maritimus SCM1	hypothetical protein
AHJG01000180_7	AHJG01000180	4043	4519	-		"Nitrosopumilaceae" Konneke et al. 2005	hypothetical protein
AHJG01000180_8	AHJG01000180	4877	5086	+		Nitrosoarchaeum limnia	hypothetical protein
AHJG01000180_9	AHJG01000180	5081	5935	-		"Nitrosopumilaceae" Konneke et al. 2005	protoheme IX farnesyltransferase
AHJG01000180_10	AHJG01000180	6013	6429	-		marine archaeal group 1 strain BD31	Lrp/AsnC family transcriptional regulator, regulator asnA gidA
AHJG01000180_11	AHJG01000180	6553	7635	-		Candidatus Nitrosoarchaeum koreensis	Aspartate-semialdehyde dehydrogenase
AHJG01000180_12	AHJG01000180	7846	8691	+		Nitrosopumilus sp. MY1	aminotransferase class I II
AHJG01000180_13	AHJG01000180	8788	9432	+		Candidatus Nitrosopumilus salaria	Cobyric acid synthase
